marca,modelo,version,precio,año,kilometros,combustible,transmision,potencia,puertas,link
Ford,Transit Courier,1.5 TDCi 75CV Trend,20000,22.0,88600,DIESEL,Automático,75,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/80976519-976.htm
Opel,Combo,1.5 Diesel 100CV Cargo L2,39500,2023.0,41800,gasoil,Manual,105,5.0,https://www.coches.net/vehiculos-industriales/opel-combo/67174719-6167.htm
Volkswagen,Caddy,2.0 TDI 75CV,25100,2023.0,37400,Diésel,MANUAL,75,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/27414963-3750.htm
Renault,Master,2.3 dCi 180CV L4H3,27900,2022.0,74900,Gasoil,MANUAL,175,5.0,https://www.coches.net/vehiculos-industriales/renault-master/58327027-4481.htm
Peugeot,Expert,2.0 BlueHDi 150CV Standard Premium,27700,2024.0,17900,DIESEL,M6,150,3.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/41888940-4258.htm
Nissan,Primastar,2.0 dCi 114CV L2H1,21400,2022.0,80600,Gasoil,MANUAL,109,3.0,https://www.coches.net/vehiculos-industriales/nissan-primastar/71374758-3059.htm
Volkswagen,Transporter,2.0 TDI 150CV Caravelle,30500,2021.0,105300,Electric,M6,150,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/95625725-1736.htm
Volkswagen,Transporter,2.0 TDI 204CV 4Motion,,2022.0,68100,gasolina,automático,204,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/45500464-478.htm
,Berlingo,1.5 BlueHDi 100CV Talla M,33900,2023.0,40100,Diesel,M,100,3.0,https://www.coches.net/vehiculos-industriales/citroen-berlingo/82483315-1798.htm
Peugeot,Expert,1.5 BlueHDi 100CV,12700,2021.0,124300,Hybrid,MANUAL,100,3.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/58723563-1006.htm
Citroën,Jumper,2.2 BlueHDi 160CV Combi,20100,2021.0,89200,DIESEL,Manual,160,,https://www.coches.net/vehiculos-industriales/citroen-jumper/43359434-5494.htm
Peugeot,Boxer,2.2 HDi 130CV L2H2,21500,2020.0,152600,Diesel,Manual,130,3.0,https://www.coches.net/vehiculos-industriales/peugeot-boxer/33811694-632.htm
Mercedes-Benz,Sprinter,316 CDI Gran Volumen,,2022.0,80100,Electrico,Manual,102,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/92922850-6066.htm
Mercedes-Benz,Vito,111 CDI Furgon,27600,2020.0,129400,Diésel,DSG,102 CV,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/36360119-2641.htm
Nissan,Primastar,2.0 dCi 114CV L2H1,17300,2022.0,90300,DIESEL,automático,119CV,5.0,https://www.coches.net/vehiculos-industriales/nissan-primastar/24801723-4736.htm
Volkswagen,Crafter,2.0 TDI 140CV L4H3 Gran Volumen,27700,2023.0,23800,Diesel,Manual,145,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/63038447-1521.htm
Renault,Trafic,,22800,2022.0,63500,diesel,Manual,150,3.0,https://www.coches.net/vehiculos-industriales/renault-trafic/20799984-6831.htm
Renault,Master,2.3 dCi 110CV L2H2 FWD,8100,2018.0,202800,DIESEL,Manual,110,3.0,https://www.coches.net/vehiculos-industriales/renault-master/61089768-1399.htm
Ford,Transit Connect,1.5 TDCi 75CV Trend,20700,2023.0,38400,Diesel,DSG,75,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/30961334-6578.htm
Nissan,NV300,2.0 dCi 120CV L1H1,19800,2020.0,146300,DIESEL,M,115,3.0,https://www.coches.net/vehiculos-industriales/nissan-nv300/46011143-4590.htm
Renault,Kangoo,1.5 dCi 75CV Express,,2021.0,109400,Diésel,M,75,5.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/78103906-5834.htm
Hyundai,H350,2.5 CRDi 136CV L2H2,29900,2021.0,116800,Gasoil,Automática,136,3.0,https://www.coches.net/vehiculos-industriales/hyundai-h350/95268604-4215.htm
Ford,Transit Courier,1.0 EcoBoost 100CV Sport,23800,2022.0,60700 km,Gasolina,automático,100,3.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/26209063-2329.htm
Ford,Transit,2.0 TDCi 170CV Custom Sport,17700,2023.0,50700,diesel,Automático,175,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/86302991-6057.htm
Renault,Master,2.3 dCi 145CV L3H2 RWD,15300,2019.0,108900,Electrico,MANUAL,145,3.0,https://www.coches.net/vehiculos-industriales/renault-master/70748252-4723.htm
Volkswagen,Caddy,2.0 TDI 102CV Maxi,21100,2021.0,130000,GNC,MANUAL,97,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/91886123-5187.htm
Hyundai,H350,2.5 CRDi 170CV Combi,26100,2023.0,55300,Diesel,M6,175,5.0,https://www.coches.net/vehiculos-industriales/hyundai-h350/10656882-2938.htm
Volkswagen,Crafter,2.0 TDI 102CV L3H2,29700,2024.0,22900,Gasoil,M,102,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/45338456-6136.htm
Fiat,Scudo,1.5 Multijet 120CV,11500,2016.0,192100,diesel,MANUAL,120,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/31072177-2463.htm
Volkswagen,Transporter,2.0 TDI 204CV 4Motion,21500,20.0,164100,Diésel,M6,209 CV,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/59524592-5572.htm
Volkswagen,Crafter,2.0 TDI 102CV L3H2,25400,2022.0,52800,Gasoil,M,107,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/60746350-4867.htm
Peugeot,Expert,2.0 BlueHDi 150CV Standard Premium,9400,19.0,121600,GLP,DSG,150,3.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/96328852-6499.htm
Citroën,Berlingo,e-Berlingo Electric 136CV,28400,2022.0,62700,Eléctrico (BEV),MANUAL,141,3.0,https://www.coches.net/vehiculos-industriales/citroen-berlingo/30373823-5248.htm
Toyota,Proace,2.0 D-4D 150CV L2 Active,27200,2020.0,130500,GLP/Gasolina,AT,150,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/77405321-2997.htm
Ford,Transit,2.0 EcoBlue 130CV Nugget,27400,24.0,17800,Gasoil,AT,130,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/80755700-2918.htm
Fiat,Scudo,1.5 Multijet 120CV,28000,2024.0,19300,GLP/Gasolina,Manual,120,5.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/98854708-3324.htm
Citroën,Jumpy,,22200,2020.0,99300,GASOLINA,Automático,155,5.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/90244313-2621.htm
Nissan,NV300,2.0 dCi 120CV L1H1,20200,2023.0,37100km,Diésel,M,115,5.0,https://www.coches.net/vehiculos-industriales/nissan-nv300/17994017-1998.htm
Ford,Transit Courier,1.5 TDCi 75CV Trend,15900,2018.0,236000,Diesel,M,80,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/70033278-4302.htm
Opel,Movano,,16600,2022.0,75800,Diésel,M6,110,3.0,https://www.coches.net/vehiculos-industriales/opel-movano/94077113-5097.htm
Nissan,NV300,1.6 dCi 95CV Combi,19600,2018.0,237600,diesel,,95,5.0,https://www.coches.net/vehiculos-industriales/nissan-nv300/76143049-3118.htm
Mercedes-Benz,Sprinter,316 CDI L3H2,21400,2022.0,70200,Diesel,MANUAL,150,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/23448330-1807.htm
Citroën,Jumper,2.2 BlueHDi 160CV Combi,25600,2024.0,17800,Diesel,Automática,160,5.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/12330569-4496.htm
Mercedes-Benz,Sprinter,319 CDI 4x4,33200,2024.0,30200,EV,M6,120,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/72823339-1990.htm
Mercedes-Benz,Citan,,28500,2023.0,40400,Diesel,MANUAL,90,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/74586588-1576.htm
Volkswagen,Crafter,2.0 TDI 102CV L3H2,22300,2023.0,35600,Diésel,M6,107,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/64422974-2600.htm
Peugeot,Expert,2.0 BlueHDi 120CV L1,,2022.0,55400,gasolina,manual,120,3.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/42006992-3951.htm
Citroën,Berlingo,e-Berlingo Electric 136CV,29200,2021.0,63500,Eléctrico,DSG,136CV,3.0,https://www.coches.net/vehiculos-industriales/citroen-berlingo/75885973-1199.htm
Citroën,Berlingo,1.5 BlueHDi 100CV Talla M,23500,2022.0,63200,gasoil,M6,105,5.0,https://www.coches.net/vehiculos-industriales/citroen-berlingo/52944385-2369.htm
Renault,Kangoo,1.5 Blue dCi 95CV Rapid,33900,2022.0,90600,EV,manual,90,3.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/10546865-3597.htm
Hyundai,H350,2.5 CRDi 136CV L2H2,34100,2024.0,18100km,Electric,M,136,3.0,https://www.coches.net/vehiculos-industriales/hyundai-h350/60441933-470.htm
Peugeot,Boxer,2.2 BlueHDi 140CV L3H3,20300,2021.0,84600,diesel,Automática,140,3.0,https://www.coches.net/vehiculos-industriales/peugeot-boxer/87715525-6282.htm
Citroën,Jumper,2.2 BlueHDi 140CV L2H2,20700,2020.0,116400,Diesel,Manual,140,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/94234824-6762.htm
Hyundai,H350,2.5 CRDi 136CV L2H2,17700,2020.0,117100,DIESEL,AT,136,3.0,https://www.coches.net/vehiculos-industriales/hyundai-h350/31036327-4957.htm
Iveco,Daily,50C17 3.0 Caja Abierta,25000,2022.0,67500,GASOLINA,Manual,100,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/71872428-867.htm
Iveco,Daily,35S14 2.3 HPT L2H2,26700,2022.0,77800,Diésel,M,120CV,5.0,https://www.coches.net/vehiculos-industriales/iveco-daily/18715975-80.htm
Nissan,Primastar,2.0 dCi 114CV L2H1,9000,2018.0,150800,Diésel,Manual,114,3.0,https://www.coches.net/vehiculos-industriales/nissan-primastar/67904194-534.htm
Citroën,,2.2 BlueHDi 140CV L2H2,20100,2022.0,52300,diesel,M6,135,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/43737261-1110.htm
Citroën,Jumper,2.2 BlueHDi 140CV L2H2,34700,2022.0,74100,Electric,Manual,140,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/52328756-2339.htm
Ford,Transit Connect,1.5 EcoBlue 100CV Limited,23800,2021.0,98500,Electric,Manual,105,3.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/36051092-4467.htm
Toyota,Proace City,1.2 Turbo 110CV,21000,2017.0,289300,Gasoil,AT,110,5.0,https://www.coches.net/vehiculos-industriales/toyota-proace-city/78924131-4362.htm
Opel,,2.3 CDTi 110CV L2H2,23800,2024.0,20500,gasoil,Automático,110,3.0,https://www.coches.net/vehiculos-industriales/opel-movano/60678005-5709.htm
Peugeot,Expert,2.0 BlueHDi 150CV Standard Premium,20200,2020.0,132000,diesel,MANUAL,145,5.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/17214098-5598.htm
Opel,Vivaro,2.0 CDTI 120CV L2H1,28500,2024.0,29500,GASOLINA,Manual,120,5.0,https://www.coches.net/vehiculos-industriales/opel-vivaro/22132198-165.htm
Hyundai,Staria,2.2 CRDi 177CV Cargo,11900,2017.0,214400,,Auto,172,5.0,https://www.coches.net/vehiculos-industriales/hyundai-staria/19670590-4015.htm
Citroën,Jumper,2.0 BlueHDi 130CV L3H2,"10800,00",2018.0,234200,DIESEL,M6,130,5.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/84668993-6220.htm
Iveco,Daily,35S16 2.3 Furgon,16500,2017.0,187800,DIESEL,MANUAL,102,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/96465833-4570.htm
Volkswagen,Crafter,2.0 TDI 140CV L4H3 Gran Volumen,28400,2024.0,23200,Diésel,manual,135,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/36203586-876.htm
Opel,Combo,1.5 Diesel 100CV Cargo L2,27500,2021.0,100600,DIESEL,M6,100,5.0,https://www.coches.net/vehiculos-industriales/opel-combo/49000919-186.htm
Nissan,NV300,2.0 dCi 120CV L1H1,23600,22.0,64600,DIESEL,M6,115,3.0,https://www.coches.net/vehiculos-industriales/nissan-nv300/74732794-2166.htm
Fiat,Scudo,2.0 Multijet 145CV Furgon,22800,2022.0,76600,DIESEL,manual,140,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/82846116-2470.htm
MAN,TGE,3.5 2.0 TDI 102CV L2H2,17400,2019.0,168100,CNG,manual,97,3.0,https://www.coches.net/vehiculos-industriales/man-tge/32179123-1476.htm
Renault,Trafic,2.0 dCi 90CV Furgon,,2023.0,36300,diesel,Automática,95,3.0,https://www.coches.net/vehiculos-industriales/renault-trafic/83330690-136.htm
Ford,Transit Courier,1.5 TDCi 75CV Trend,18400,2021.0,62000,Hybrid,Automático,75,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/76178331-2420.htm
Opel,Movano,2.3 CDTi 145CV L3H2 RWD,32600,2022.0,58200,Gasoil,Auto,145,5.0,https://www.coches.net/vehiculos-industriales/opel-movano/14917933-3937.htm
Volkswagen,Transporter,2.0 TDI 102CV Kombi,25900,2021.0,79400,Diesel,MANUAL,107,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/54514610-6790.htm
Peugeot,Expert,1.5 BlueHDi 100CV,16600,2021.0,54600,gasoil,M6,100CV,5.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/27916714-5951.htm
Ford,Transit,2.2 TDCi 155CV L3 H3,21600,2022.0,50000,Diésel,DSG,155,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/80915993-4423.htm
Volkswagen,Transporter,2.0 TDI 204CV 4Motion,30400,2023.0,56600,diesel,manual,204,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/56717280-3656.htm
Nissan,NV400,2.3 dCi 145CV L3H2 FWD,16600,2021.0,69400,diesel,manual,140,5.0,https://www.coches.net/vehiculos-industriales/nissan-nv400/55846274-4415.htm
Citroën,Jumpy,2.0 BlueHDi 150CV XL Business,22600,2020.0,107400,Diésel,manual,150,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/53991674-2892.htm
Ford,Transit Courier,1.5 TDCi 75CV Trend,12900,2020.0,113200,Hybrid,Manual,75,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/39346048-2098.htm
Opel,Combo,1.5 Diesel 100CV Cargo L2,27300,2024.0,18900,Hibrido,M,95,3.0,https://www.coches.net/vehiculos-industriales/opel-combo/52898036-6449.htm
Nissan,NV400,2.3 dCi 145CV L3H2 FWD,19500,2020.0,122200,Autogás,M,140,3.0,https://www.coches.net/vehiculos-industriales/nissan-nv400/83344667-3870.htm
Peugeot,Partner,Electric 136CV,13400,2018.0,154500,Electrico,Manual,131 CV,5.0,https://www.coches.net/vehiculos-industriales/peugeot-partner/35659497-2575.htm
Citroën,Jumper,2.0 BlueHDi 130CV L3H2,17100,2017.0,226100,Diésel,automático,125,5.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/43373225-2501.htm
Peugeot,Partner,1.2 PureTech 110CV,34700,2022.0,54800,GASOLINA,M,105,3.0,https://www.coches.net/vehiculos-industriales/peugeot-partner/29573295-6323.htm
Ford,Transit Courier,1.0 EcoBoost 100CV Sport,15700,2016.0,296100,GASOLINA,M,100,3.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/12214619-2731.htm
Volkswagen,Crafter,2.0 TDI 140CV L4H3 Gran Volumen,14700,2022.0,69200,Diesel,Manual,135,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/76103215-4559.htm
Opel,Vivaro,2.0 CDTI 120CV L2H1,34400,2022.0,85300,Eléctrico,AT,125,5.0,https://www.coches.net/vehiculos-industriales/opel-vivaro/41243272-1229.htm
Mercedes-Benz,Citan,110 CDI Tourer,33600 €,2023.0,54300,Eléctrico (BEV),M,150,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/17942942-4646.htm
Fiat,Ducato,,24100,2022.0,71900,Diesel,Auto,117,5.0,https://www.coches.net/vehiculos-industriales/fiat-ducato/11003271-5468.htm
Ford,Transit Connect,1.5 EcoBlue 100CV Limited,20300,2021.0,101300,DIESEL,AT,100,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/71813960-5589.htm
Renault,Trafic,2.0 Blue dCi 150CV Combi,26600,2023.0,40300,diesel,MANUAL,150,3.0,https://www.coches.net/vehiculos-industriales/renault-trafic/99304909-648.htm
MAN,TGE,3.5 2.0 TDI 102CV L2H2,7500,2015.0,251600,Diésel,MANUAL,102,5.0,https://www.coches.net/vehiculos-industriales/man-tge/73539036-6382.htm
Peugeot,Partner,1.5 BlueHDi 100CV Premium,24900,2019.0,176300,diesel,MANUAL,105,3.0,https://www.coches.net/vehiculos-industriales/peugeot-partner/76821466-3106.htm
Opel,Combo,1.5 Diesel 100CV Cargo L2,11100,2016.0,153300km,DIESEL,manual,100,3.0,https://www.coches.net/vehiculos-industriales/opel-combo/26403991-5930.htm
MAN,TGE,3.5 2.0 TDI 102CV L2H2,11500,2018.0,163600 km,Gasoil,M6,97,3.0,https://www.coches.net/vehiculos-industriales/man-tge/64973851-4956.htm
Iveco,Daily,50C17 3.0 Caja Abierta,25300,2020.0,116200,DIESEL,manual,140,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/45531275-2296.htm
Peugeot,Expert,2.0 BlueHDi 120CV L1,12600,2019.0,159300,Gasolina,MANUAL,120,3.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/68786147-3039.htm
Ford,Transit Courier,1.5 TDCi 75CV Trend,17100,2019.0,174900,Diésel,Manual,75CV,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/31443127-6752.htm
Citroën,Jumper,2.2 BlueHDi 160CV Combi,8800,2015.0,174200,DIESEL,Automático,165,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/85117177-692.htm
Ford,Transit Connect,1.5 EcoBlue 100CV Limited,31000,2022.0,45300 km,DIESEL,Manual,105,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/86964296-1464.htm
Opel,Movano,2.3 CDTi 110CV L2H2,23200,2024.0,22500 km,Diésel,Manual,105,3.0,https://www.coches.net/vehiculos-industriales/opel-movano/73379584-6660.htm
Citroën,Berlingo,e-Berlingo Electric 136CV,19300,2019.0,168900,Electrico,Automático,131,5.0,https://www.coches.net/vehiculos-industriales/citroen-berlingo/29007884-5678.htm
Toyota,Proace,2.0 D-4D 150CV L2 Active,23700,2022.0,78500,diesel,Manual,150,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/67381014-2029.htm
Peugeot,Partner,1.5 BlueHDi 100CV Premium,23700,2021.0,118400,Gasoil,M,105,5.0,https://www.coches.net/vehiculos-industriales/peugeot-partner/86096525-4313.htm
Opel,Movano,2.3 CDTI 163CV FWD,14000 €,2019.0,202100,Gasoil,M,158,3.0,https://www.coches.net/vehiculos-industriales/opel-movano/98230709-1277.htm
Opel,Vivaro,2.0 Diesel 180CV Combi,19700,2019.0,97800,Gasoil,M,180 CV,3.0,https://www.coches.net/vehiculos-industriales/opel-vivaro/75163430-544.htm
MAN,TGE,3.5 2.0 TDI 140CV L3H3 AWD,31800,2022.0,76200,MHEV,Manual,140,3.0,https://www.coches.net/vehiculos-industriales/man-tge/71172176-2759.htm
Iveco,Daily,50C17 3.0 Caja Abierta,36300,2024.0,26600,,M,140,5.0,https://www.coches.net/vehiculos-industriales/iveco-daily/56818339-5585.htm
Opel,Combo,1.5 Diesel 100CV Cargo L2,16900,2019.0,133200,Gasoil,DSG,105,5.0,https://www.coches.net/vehiculos-industriales/opel-combo/71611145-5779.htm
Mercedes-Benz,Citan,110 CDI Tourer,34300,2024.0,22700,gasoil,M,130,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/44012570-4067.htm
Citroën,Jumper,2.0 BlueHDi 130CV L3H2,11900,2017.0,190800,Gasoil,MANUAL,130,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/41592783-2487.htm
Mercedes-Benz,Citan,112 CDI Mixto,35200,2023.0,37600,Hibrido,MANUAL,102,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/88374140-6330.htm
Fiat,Scudo,1.5 Multijet 120CV,11700,2019.0,91400,gasoil,M6,120 CV,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/87099024-1986.htm
Mercedes-Benz,Vito,116 CDI Mixto,33200,2023.0,48300,Diesel,Automática,102,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/25718207-5365.htm
Mercedes-Benz,Citan,112 CDI Mixto,28100,2021.0,106600,diesel,M6,140 CV,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/62048592-2909.htm
Hyundai,Staria,2.2 CRDi 177CV Cargo,17500 €,2022.0,109700km,DIESEL,M6,177,5.0,https://www.coches.net/vehiculos-industriales/hyundai-staria/15850029-2999.htm
Fiat,Scudo,2.0 Multijet 145CV Furgon,26700,2023.0,50900,diesel,manual,145,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/49206585-2375.htm
Opel,Vivaro,1.5 Diesel 100CV,24600,2024.0,22400,Diésel,MANUAL,100,3.0,https://www.coches.net/vehiculos-industriales/opel-vivaro/30224423-227.htm
Renault,Master,,8400,2016.0,268100,Eléctrico (BEV),Automática,130,3.0,https://www.coches.net/vehiculos-industriales/renault-master/20323830-6560.htm
Iveco,Daily,50C17 3.0 Caja Abierta,27400,2023.0,50100,Diesel,Manual,102,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/48143010-554.htm
Volkswagen,Crafter,2.0 TDI 177CV L2H2,15100,2019.0,182000,Diesel,M6,177,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/72965618-4158.htm
Citroën,Jumpy,2.0 BlueHDi 120CV M,20500,2019.0,203800,Diesel,manual,125,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/60455763-2933.htm
MAN,TGE,3.5 2.0 TDI 102CV L2H2,17600,2019.0,136200,Gasoil,M6,102,3.0,https://www.coches.net/vehiculos-industriales/man-tge/47413656-5539.htm
Nissan,NV200,1.5 dCi 90CV Evalia,7500,2016.0,251300,,M,85,5.0,https://www.coches.net/vehiculos-industriales/nissan-nv200/24525751-1733.htm
Hyundai,H350,2.5 CRDi 170CV Combi,17700,2018.0,159100,Gasoil,AT,170,5.0,https://www.coches.net/vehiculos-industriales/hyundai-h350/91160751-2060.htm
,Daily,35S14 2.3 HPT L2H2,38400,2024.0,26500,Gasoil,Manual,75,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/95862019-2021.htm
Ford,Transit Courier,1.0 EcoBoost 100CV Sport,31900,2024.0,16000,GASOLINA,MANUAL,95,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/22728164-4004.htm
Fiat,Scudo,2.0 Multijet 145CV Furgon,17700,2024.0,19300,Diesel,MANUAL,150,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/33350289-3869.htm
Toyota,Proace,2.0 D-4D 120CV L1 Comfort,33500,2022.0,76700,Electric,manual,120,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/72495614-6512.htm
